CustomerID,SeniorCitizen,Partner,Dependents,Tenure,Contract,InternetService,OnlineSecurity,TechSupport,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST00269,0,No,No,34,Month-to-month,Fiber optic,No,Yes,No,Mailed check,19.37,767.68,No
CUST00270,0,Yes,No,63,One year,DSL,No,Yes,Yes,Credit card,46.84,2914.54,No
CUST00271,0,Yes,No,48,One year,DSL,Yes,No,Yes,Bank transfer,22.55,1079.55,No
CUST00272,0,No,No,16,Month-to-month,No,No,No,Yes,Bank transfer,21.7,,No
CUST00273,1,No,No,43,Month-to-month,Fiber optic,No,Yes,No,Credit card,46.12,2084.88,No
CUST00274,0,No,No,29,Month-to-month,No,Yes,Yes,No,Electronic check,46.11,1410.37,No
CUST00275,1,Yes,Yes,45,Two year,DSL,No,No,No,Electronic check,98.29,4463.14,No
CUST00276,0,Yes,No,5,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,117.43,543.28,No
CUST00277,0,Yes,Yes,36,One year,DSL,No,No,Yes,Mailed check,55.86,1967.02,Yes
CUST00278,0,No,No,23,Month-to-month,Fiber optic,Yes,Yes,Yes,Mailed check,61.75,1455.02,No
CUST00279,0,No,No,45,Month-to-month,Fiber optic,No,No,No,Bank transfer,104.17,4625.03,No
CUST00280,0,No,No,52,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,45.35,2374.22,No
CUST00281,1,Yes,Yes,59,Month-to-month,DSL,Yes,No,No,Credit card,33.95,2043.26,Yes
CUST00282,0,No,No,62,Two year,DSL,No,Yes,Yes,Bank transfer,105.02,6437.35,No
CUST00283,0,Yes,Yes,31,One year,DSL,No,No,No,Electronic check,22.74,737.33,No
CUST00284,1,Yes,No,32,Month-to-month,Fiber optic,No,No,No,Mailed check,81.21,2643.51,No
CUST00285,0,No,No,66,Two year,No,No,Yes,Yes,Credit card,75.32,4952.96,No
CUST00286,0,No,Yes,17,Month-to-month,DSL,Yes,No,No,Bank transfer,53.28,897.93,No
CUST00287,0,No,No,24,Two year,Fiber optic,No,No,Yes,Electronic check,50.15,1114.22,No
CUST00288,0,No,Yes,53,Month-to-month,No,No,Yes,Yes,Electronic check,96.73,5121.21,No
CUST00289,0,Yes,No,57,Month-to-month,Fiber optic,No,No,Yes,Mailed check,26.82,1452.46,No
CUST00290,0,No,No,66,Month-to-month,Fiber optic,No,Yes,No,Mailed check,42.15,2747.4,No
CUST00291,1,No,Yes,45,Month-to-month,No,No,No,No,Bank transfer,92.71,4151.84,No
CUST00292,0,Yes,Yes,23,Month-to-month,DSL,No,Yes,Yes,Bank transfer,73.93,1642.6,Yes
CUST00293,0,No,No,31,One year,DSL,No,Yes,No,Electronic check,31.05,900.2,No
CUST00294,0,No,No,46,Two year,DSL,No,Yes,No,Electronic check,107.98,4907.19,No
CUST00295,1,Yes,Yes,22,One year,No,No,No,No,Credit card,58.13,1339.9,No
CUST00296,0,Yes,Yes,65,Month-to-month,No,Yes,No,Yes,Electronic check,102.44,6655.1,No
CUST00297,0,Yes,No,26,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer,98.35,2620.42,Yes
CUST00298,0,No,Yes,1,Month-to-month,DSL,No,Yes,No,Mailed check,81.69,61.45,Yes
CUST00299,0,No,No,16,Month-to-month,Fiber optic,Yes,Yes,Yes,Bank transfer,68.44,1075.87,No
CUST00300,0,No,No,32,One year,DSL,No,No,Yes,Credit card,117.91,3751.94,No
CUST00301,0,Yes,Yes,8,Month-to-month,DSL,Yes,No,No,Credit card,32.79,113.22,Yes
CUST00302,1,No,No,42,Month-to-month,Fiber optic,Yes,Yes,Yes,Mailed check,91.97,3888.07,No
CUST00303,0,No,No,47,Month-to-month,No,No,No,No,Bank transfer,37.5,1757.15,No
CUST00304,0,Yes,No,38,Two year,No,No,Yes,Yes,Credit card,52.5,1997.57,No
CUST00305,0,No,No,41,Month-to-month,Fiber optic,No,No,No,Bank transfer,49.49,1924.54,No
CUST00306,0,No,No,25,Month-to-month,DSL,No,No,Yes,Credit card,114.6,2863.57,Yes
CUST00307,1,Yes,No,49,Month-to-month,DSL,No,No,Yes,Mailed check,116.67,5694.9,Yes
CUST00308,0,Yes,Yes,24,Month-to-month,DSL,Yes,No,Yes,Credit card,36.67,886.36,Yes
CUST00309,0,No,No,23,Month-to-month,Fiber optic,Yes,Yes,No,Bank transfer,20.25,461.95,No
CUST00310,0,No,No,12,Month-to-month,No,No,No,No,Bank transfer,91.44,1073.01,Yes
CUST00311,1,No,Yes,59,One year,Fiber optic,No,No,Yes,Credit card,60.63,3605.33,No
CUST00312,1,No,No,6,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,27.06,213.59,Yes
CUST00313,0,Yes,No,56,One year,DSL,No,No,No,Mailed check,87.74,4893.05,No
CUST00314,0,Yes,No,35,Two year,DSL,Yes,No,Yes,Mailed check,73.6,2503.58,No
CUST00315,0,No,Yes,44,One year,Fiber optic,Yes,No,No,Credit card,118.01,5123.31,No
CUST00316,0,Yes,No,19,Month-to-month,DSL,No,Yes,Yes,Credit card,41.2,803.94,Yes
CUST00317,0,No,No,64,Month-to-month,Fiber optic,No,No,No,Electronic check,59.21,3854.23,No
CUST00318,0,Yes,No,7,One year,No,Yes,No,No,Mailed check,73.34,422.7,Yes
CUST00319,0,Yes,No,15,One year,Fiber optic,No,Yes,No,Electronic check,98.75,1430.36,No
CUST00320,0,Yes,No,13,Month-to-month,DSL,Yes,No,No,Mailed check,73.98,945.11,No
CUST00321,0,Yes,No,14,One year,DSL,No,No,Yes,Credit card,80.52,1025.27,No
CUST00322,0,No,Yes,65,Month-to-month,Fiber optic,No,No,Yes,Mailed check,41.07,2664.72,No
CUST00323,0,Yes,No,31,Month-to-month,Fiber optic,No,Yes,No,Mailed check,104.39,3254.25,Yes
CUST00324,0,No,Yes,62,Month-to-month,Fiber optic,No,No,Yes,Mailed check,61.72,3850.63,No
CUST00325,0,No,No,50,Month-to-month,Fiber optic,No,No,No,Electronic check,32.38,1599.01,No
CUST00326,0,No,No,24,Month-to-month,Fiber optic,No,No,No,Electronic check,85.75,2040.18,No
CUST00327,0,Yes,Yes,57,One year,Fiber optic,Yes,No,Yes,Mailed check,40.04,2231.22,No
CUST00328,0,No,No,62,Month-to-month,DSL,Yes,Yes,Yes,Bank transfer,27.95,1644.34,No
CUST00329,0,Yes,No,61,Month-to-month,No,Yes,Yes,Yes,Electronic check,105.92,6451.74,No
CUST00330,1,No,Yes,21,Month-to-month,DSL,No,No,Yes,Credit card,64.94,1384.16,No
CUST00331,0,No,Yes,57,Month-to-month,DSL,No,Yes,Yes,Credit card,94.43,5383.31,No
CUST00332,0,Yes,Yes,57,Month-to-month,Fiber optic,No,No,Yes,Mailed check,47.64,2770.93,No
CUST00333,0,No,Yes,48,One year,Fiber optic,No,Yes,Yes,Credit card,98.27,4734.23,Yes
CUST00334,0,Yes,No,51,One year,No,Yes,No,Yes,Electronic check,29.42,1533.4,No
CUST00335,0,Yes,No,41,One year,Fiber optic,No,Yes,Yes,Bank transfer,54.31,2235.1,No
CUST00336,0,No,Yes,69,One year,No,No,No,Yes,Bank transfer,117.76,8218.4,No
CUST00337,0,Yes,No,14,Month-to-month,No,No,Yes,Yes,Bank transfer,98.99,1361.37,No
CUST00338,0,No,No,53,Month-to-month,Fiber optic,Yes,Yes,No,Credit card,68.72,3676.1,No
CUST00339,0,No,No,59,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,52.66,3119.33,No
CUST00340,0,Yes,Yes,7,Month-to-month,Fiber optic,No,No,Yes,Credit card,106.96,785.62,No
CUST00341,0,Yes,No,52,Two year,No,No,Yes,No,Mailed check,73.57,3842.32,No
CUST00342,0,Yes,No,59,Month-to-month,Fiber optic,No,Yes,No,Bank transfer,95.36,5624.12,No
CUST00343,0,Yes,No,4,Month-to-month,DSL,No,Yes,Yes,Electronic check,94.92,398.59,Yes
CUST00344,0,Yes,No,67,Two year,Fiber optic,Yes,No,Yes,Credit card,19.83,1353.78,No
CUST00345,0,No,Yes,5,Two year,DSL,Yes,Yes,Yes,Electronic check,30.88,186.08,No
CUST00346,0,No,No,46,One year,Fiber optic,Yes,Yes,Yes,Bank transfer,85.28,3996.04,No
CUST00347,0,No,No,54,Month-to-month,DSL,Yes,Yes,No,Mailed check,34.49,1872.14,No
CUST00348,0,Yes,No,39,Month-to-month,Fiber optic,No,No,No,Electronic check,44.06,1663.47,No
CUST00349,0,No,No,51,Month-to-month,No,No,No,No,Credit card,114.56,5850.79,No
CUST00350,1,No,No,15,Month-to-month,DSL,No,No,Yes,Electronic check,75.14,1104.85,No
CUST00351,0,Yes,No,12,Month-to-month,DSL,Yes,No,No,Electronic check,94.57,1111.22,No
CUST00352,1,Yes,No,29,Month-to-month,DSL,No,No,Yes,Credit card,74.91,2156.32,No
CUST00353,0,Yes,Yes,18,Two year,Fiber optic,Yes,Yes,Yes,Mailed check,74.36,1293.34,No
CUST00354,1,No,No,16,Month-to-month,DSL,Yes,No,Yes,Credit card,27.6,321.63,Yes
CUST00355,0,No,No,62,One year,DSL,No,No,Yes,Bank transfer,53.05,3362.86,No
CUST00356,1,No,No,18,One year,DSL,No,No,Yes,Mailed check,46.81,818.15,No
CUST00357,0,No,No,57,Month-to-month,Fiber optic,No,No,No,Electronic check,57.85,3211.73,No
CUST00358,0,No,No,54,One year,DSL,Yes,No,Yes,Credit card,99.43,5378.16,No
CUST00359,0,Yes,No,61,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,55.94,3443.12,No
CUST00360,0,No,No,22,Month-to-month,DSL,Yes,No,Yes,Credit card,64.07,1400.64,No
CUST00361,0,No,Yes,8,One year,Fiber optic,Yes,Yes,Yes,Mailed check,58.53,403.81,No
CUST00362,0,Yes,Yes,11,Month-to-month,DSL,No,Yes,No,Bank transfer,27.53,232.05,No
CUST00363,0,No,Yes,0,Two year,Fiber optic,Yes,Yes,No,Electronic check,62.99,114.08,Yes
CUST00364,0,Yes,No,57,Month-to-month,DSL,Yes,Yes,No,Mailed check,37.95,2092.63,No
CUST00365,0,Yes,Yes,0,One year,Fiber optic,No,No,Yes,Bank transfer,37.05,0.0,No
CUST00366,0,No,No,33,Month-to-month,No,No,Yes,No,Mailed check,27.59,895.03,No
CUST00367,0,No,Yes,47,Month-to-month,No,No,Yes,No,Electronic check,54.38,2596.95,No
CUST00368,1,Yes,No,0,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,95.26,82.92,No
CUST00369,1,No,No,15,One year,Fiber optic,Yes,No,Yes,Credit card,46.2,682.34,Yes
CUST00370,1,No,No,60,Two year,No,Yes,No,No,Credit card,49.86,2980.24,No
CUST00371,1,No,No,63,Two year,Fiber optic,Yes,Yes,Yes,Electronic check,83.55,5199.45,No
CUST00372,0,Yes,No,62,Month-to-month,DSL,No,Yes,Yes,Bank transfer,37.98,2409.17,No
CUST00373,1,Yes,No,68,One year,No,No,No,Yes,Electronic check,109.49,7441.83,No
CUST00374,0,Yes,No,21,One year,Fiber optic,No,No,Yes,Electronic check,71.06,1490.41,No
CUST00375,0,Yes,No,66,One year,DSL,No,Yes,Yes,Mailed check,63.66,4223.23,No
CUST00376,0,Yes,No,25,Month-to-month,DSL,Yes,No,Yes,Credit card,74.9,1887.59,Yes
CUST00377,0,No,No,15,One year,DSL,No,No,No,Electronic check,34.94,517.09,No
CUST00378,0,Yes,No,50,Two year,Fiber optic,Yes,No,Yes,Mailed check,80.57,4094.55,No
CUST00379,0,Yes,No,56,Month-to-month,DSL,No,No,No,Electronic check,55.04,3002.06,No
CUST00380,0,Yes,Yes,28,Two year,DSL,No,Yes,Yes,Electronic check,109.51,3076.84,No
CUST00381,0,Yes,Yes,68,One year,DSL,No,No,No,Electronic check,35.22,2415.32,No
CUST00382,0,Yes,No,46,Month-to-month,Fiber optic,No,No,No,Credit card,69.72,3186.5,No
CUST00383,0,Yes,No,61,Month-to-month,Fiber optic,No,Yes,No,Bank transfer,79.01,4850.43,No
CUST00384,0,No,No,68,Month-to-month,DSL,Yes,No,No,Credit card,21.41,1489.03,No
CUST00385,0,Yes,No,15,Month-to-month,DSL,Yes,Yes,No,Mailed check,55.1,881.99,No
CUST00386,0,No,No,47,Two year,DSL,No,No,No,Bank transfer,92.73,4352.73,No
CUST00387,1,No,No,38,Month-to-month,No,Yes,Yes,Yes,Mailed check,101.68,3852.98,No
CUST00388,0,Yes,No,32,Two year,Fiber optic,No,No,Yes,Electronic check,49.94,1625.04,No
CUST00389,1,Yes,No,22,Two year,Fiber optic,No,Yes,No,Bank transfer,99.46,2178.25,No
CUST00390,0,Yes,No,9,Month-to-month,DSL,No,No,Yes,Mailed check,116.71,974.32,Yes
CUST00391,0,Yes,Yes,68,Two year,Fiber optic,No,No,No,Electronic check,105.4,7210.32,No
CUST00392,0,Yes,Yes,33,Two year,Fiber optic,Yes,No,No,Mailed check,30.0,898.29,No
CUST00393,0,No,No,51,One year,DSL,No,No,Yes,Mailed check,93.45,4786.03,Yes
CUST00394,0,Yes,No,9,One year,DSL,No,No,No,Credit card,50.61,582.41,No
CUST00395,0,No,No,18,Two year,Fiber optic,No,No,Yes,Electronic check,118.82,2165.42,Yes
CUST00396,0,Yes,No,57,One year,No,Yes,Yes,Yes,Credit card,67.51,3813.36,No
CUST00397,0,No,No,0,Month-to-month,No,No,Yes,Yes,Bank transfer,30.49,0.0,No
CUST00398,0,No,No,68,Two year,Fiber optic,Yes,Yes,Yes,Electronic check,91.97,6272.49,No
CUST00399,1,Yes,Yes,3,One year,Fiber optic,No,Yes,Yes,Credit card,50.95,151.78,No
CUST00400,0,Yes,No,15,One year,DSL,Yes,No,Yes,Credit card,119.7,1833.31,No
CUST00401,0,No,No,23,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer,117.94,2785.12,Yes
CUST00402,0,No,Yes,1,One year,Fiber optic,No,No,No,Mailed check,84.93,150.65,No
CUST00403,0,Yes,No,31,Month-to-month,DSL,Yes,No,No,Mailed check,31.24,910.65,No
CUST00404,1,Yes,No,23,Two year,No,Yes,No,Yes,Mailed check,88.06,2026.18,No
CUST00405,1,Yes,No,11,Month-to-month,DSL,No,No,Yes,Bank transfer,27.49,327.03,Yes
CUST00406,0,Yes,No,49,Month-to-month,DSL,Yes,No,No,Credit card,21.0,1104.85,No
CUST00407,0,No,No,34,Month-to-month,Fiber optic,No,Yes,No,Electronic check,101.94,3483.92,Yes
CUST00408,0,No,No,32,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer,39.39,1226.29,No
CUST00409,0,Yes,No,32,One year,Fiber optic,No,No,Yes,Mailed check,56.66,1834.87,No
CUST00410,0,Yes,Yes,60,Two year,DSL,No,No,No,Mailed check,117.29,7128.36,No
CUST00411,1,Yes,No,50,Two year,No,Yes,No,No,Electronic check,52.36,2605.38,No
CUST00412,0,No,No,42,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer,48.24,1991.01,No
CUST00413,0,No,No,11,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,111.66,1226.64,No
CUST00414,0,Yes,No,66,Two year,No,No,No,Yes,Bank transfer,29.3,1901.26,No
CUST00415,1,Yes,No,64,Two year,Fiber optic,No,Yes,No,Credit card,95.48,6152.07,No
CUST00416,0,No,Yes,32,Month-to-month,DSL,No,No,Yes,Bank transfer,118.78,3768.78,Yes
CUST00417,0,Yes,No,39,Month-to-month,Fiber optic,Yes,No,Yes,Credit card,109.93,4351.9,Yes
CUST00418,0,Yes,No,42,Month-to-month,DSL,No,Yes,Yes,Electronic check,84.47,3572.5,No
CUST00419,0,Yes,No,43,Two year,DSL,No,Yes,No,Credit card,50.03,2186.14,No
CUST00420,0,Yes,No,28,One year,Fiber optic,No,No,No,Credit card,43.94,1264.79,No
CUST00421,0,Yes,No,12,Month-to-month,No,No,Yes,No,Electronic check,101.56,1261.31,Yes
CUST00422,0,No,No,11,Month-to-month,DSL,No,Yes,No,Mailed check,107.74,1169.67,Yes
CUST00423,0,No,No,45,Two year,Fiber optic,Yes,No,Yes,Electronic check,71.59,3172.65,No
CUST00424,0,Yes,No,1,Month-to-month,DSL,No,Yes,No,Bank transfer,42.92,19.11,Yes
CUST00425,0,Yes,No,34,Month-to-month,Fiber optic,No,No,Yes,Electronic check,29.52,1050.0,No
CUST00426,0,No,No,7,One year,Fiber optic,No,Yes,No,Bank transfer,26.89,99.91,Yes
CUST00427,0,Yes,No,25,Month-to-month,Fiber optic,No,No,Yes,Mailed check,91.35,2183.77,No
CUST00428,0,Yes,Yes,33,Month-to-month,DSL,Yes,No,Yes,Bank transfer,60.85,2019.28,Yes
CUST00429,0,Yes,No,6,Two year,Fiber optic,No,No,Yes,Electronic check,110.35,704.31,No
CUST00430,0,No,Yes,67,Two year,No,No,Yes,No,Electronic check,93.45,6310.15,No
CUST00431,1,Yes,Yes,57,Two year,Fiber optic,Yes,No,No,Mailed check,37.51,2090.53,No
CUST00432,0,Yes,No,28,Two year,Fiber optic,No,No,Yes,Electronic check,80.61,2198.1,No
CUST00433,0,Yes,Yes,35,One year,No,No,No,Yes,Mailed check,62.42,2150.39,No
CUST00434,0,Yes,No,20,Two year,DSL,No,No,No,Mailed check,76.88,1517.96,Yes
CUST00435,0,No,Yes,35,Month-to-month,Fiber optic,No,No,Yes,Electronic check,93.28,3248.03,No
CUST00436,0,No,No,9,One year,No,No,No,No,Credit card,100.23,908.13,No
CUST00437,0,Yes,Yes,72,Two year,DSL,Yes,Yes,No,Bank transfer,104.06,,No
CUST00438,0,Yes,Yes,23,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,43.91,1006.89,No
CUST00439,0,No,No,63,Month-to-month,DSL,No,No,Yes,Mailed check,21.17,1380.59,No
CUST00440,1,Yes,No,48,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer,93.41,4516.41,No
CUST00441,0,No,No,35,Month-to-month,Fiber optic,No,No,Yes,Credit card,28.85,974.24,No
CUST00442,0,No,Yes,23,Month-to-month,DSL,No,No,Yes,Electronic check,50.12,1184.91,No
CUST00443,1,Yes,No,22,Two year,Fiber optic,Yes,No,Yes,Credit card,18.39,433.3,No
CUST00444,0,No,No,61,Two year,DSL,Yes,Yes,Yes,Bank transfer,87.53,5339.3,No
CUST00445,0,Yes,Yes,36,Month-to-month,Fiber optic,No,Yes,No,Bank transfer,35.05,1270.49,No
CUST00446,0,Yes,No,11,Month-to-month,DSL,No,No,No,Bank transfer,84.84,930.35,Yes
CUST00447,1,No,No,54,Month-to-month,No,No,No,Yes,Bank transfer,119.16,6380.04,No
CUST00448,0,No,No,12,Two year,DSL,No,No,Yes,Credit card,25.41,423.2,No
CUST00449,0,No,No,22,Month-to-month,No,No,Yes,Yes,Electronic check,25.86,621.7,No
CUST00450,0,No,No,29,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,52.72,1555.24,Yes
CUST00451,0,Yes,No,16,Month-to-month,DSL,No,Yes,No,Bank transfer,106.37,1681.66,Yes
CUST00452,0,Yes,No,61,Month-to-month,Fiber optic,No,No,Yes,Electronic check,39.98,2434.19,Yes
CUST00453,0,Yes,No,12,Month-to-month,Fiber optic,No,Yes,No,Credit card,54.76,598.54,No
CUST00454,0,No,No,58,Two year,Fiber optic,No,Yes,Yes,Electronic check,24.99,1472.92,No
CUST00455,0,Yes,No,18,One year,DSL,Yes,Yes,No,Mailed check,95.84,1741.93,No
CUST00456,0,Yes,No,48,One year,Fiber optic,No,Yes,Yes,Electronic check,59.65,2852.87,No
CUST00457,0,No,No,11,Month-to-month,DSL,Yes,No,No,Bank transfer,95.44,1051.34,Yes
CUST00458,0,Yes,No,60,One year,DSL,Yes,No,No,Electronic check,110.17,6595.27,No
CUST00459,0,Yes,Yes,18,One year,Fiber optic,Yes,Yes,No,Electronic check,41.74,726.61,No
CUST00460,0,Yes,No,8,Month-to-month,DSL,Yes,Yes,No,Electronic check,100.35,763.98,Yes
CUST00461,0,Yes,No,70,One year,DSL,No,Yes,Yes,Electronic check,24.03,1631.06,No
CUST00462,0,Yes,No,27,Month-to-month,DSL,Yes,Yes,No,Mailed check,109.68,2926.26,No
CUST00463,0,Yes,No,51,Two year,DSL,Yes,Yes,Yes,Credit card,84.38,4272.12,No
CUST00464,0,Yes,No,15,Month-to-month,DSL,No,No,Yes,Bank transfer,107.17,1662.01,No
CUST00465,0,Yes,No,68,Two year,No,No,Yes,Yes,Bank transfer,18.02,1194.43,No
CUST00466,0,Yes,No,11,Month-to-month,DSL,Yes,Yes,No,Electronic check,35.25,286.04,Yes
CUST00467,0,Yes,No,24,One year,Fiber optic,No,Yes,No,Credit card,57.76,1400.82,No
CUST00468,1,Yes,No,51,One year,DSL,No,No,No,Electronic check,56.71,2923.39,No
CUST00469,0,Yes,Yes,52,One year,No,No,No,No,Mailed check,41.13,2187.2,No
CUST00470,0,Yes,No,22,Month-to-month,DSL,No,No,Yes,Credit card,56.92,1260.55,Yes
CUST00471,0,No,No,15,Month-to-month,No,Yes,No,No,Credit card,31.14,410.09,Yes
CUST00472,0,No,No,56,One year,Fiber optic,No,No,No,Credit card,60.1,3325.65,No
CUST00473,0,Yes,No,38,Month-to-month,DSL,No,Yes,Yes,Credit card,99.84,3823.93,No
CUST00474,0,Yes,Yes,52,Month-to-month,No,Yes,No,Yes,Electronic check,66.87,3550.19,No
CUST00475,0,No,No,41,One year,Fiber optic,No,Yes,No,Mailed check,19.84,756.3,No
CUST00476,0,No,No,57,Month-to-month,DSL,No,No,No,Credit card,60.99,3487.03,No
CUST00477,0,No,No,38,Month-to-month,Fiber optic,No,No,No,Bank transfer,20.77,761.51,Yes
CUST00478,0,Yes,Yes,13,Month-to-month,No,No,No,No,Bank transfer,116.56,1474.08,Yes
CUST00479,1,No,No,4,Month-to-month,Fiber optic,No,No,No,Mailed check,31.0,125.75,No
CUST00480,0,No,Yes,34,One year,DSL,No,No,No,Bank transfer,90.18,3059.44,No
CUST00481,0,Yes,No,17,One year,Fiber optic,No,No,No,Electronic check,117.22,1891.51,No
CUST00482,0,Yes,No,8,Two year,Fiber optic,No,No,No,Electronic check,102.26,828.16,No
CUST00483,1,Yes,Yes,57,Two year,No,No,No,Yes,Mailed check,89.33,5108.21,No
CUST00484,0,Yes,No,16,Month-to-month,Fiber optic,No,No,No,Credit card,103.63,1695.45,Yes
CUST00485,1,Yes,No,6,Month-to-month,DSL,No,No,Yes,Bank transfer,118.14,680.2,Yes
CUST00486,0,No,No,45,Month-to-month,No,No,No,No,Bank transfer,81.38,3582.71,No
CUST00487,0,Yes,No,12,Month-to-month,DSL,No,Yes,Yes,Mailed check,75.04,879.41,No
CUST00488,0,Yes,No,39,Two year,DSL,No,Yes,Yes,Mailed check,82.08,3236.42,No
CUST00489,0,No,No,41,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,72.33,2961.74,Yes
CUST00490,0,Yes,No,8,Month-to-month,Fiber optic,Yes,No,No,Credit card,82.78,704.71,Yes
CUST00491,0,Yes,No,49,Month-to-month,DSL,No,No,Yes,Mailed check,63.88,3065.07,No
CUST00492,0,Yes,No,26,One year,Fiber optic,Yes,No,Yes,Electronic check,40.28,1087.88,No
CUST00493,0,Yes,Yes,65,One year,Fiber optic,Yes,No,Yes,Bank transfer,30.27,1980.0,No
CUST00494,0,Yes,No,4,Month-to-month,Fiber optic,Yes,Yes,Yes,Mailed check,24.97,82.13,No
CUST00495,1,No,No,28,Two year,No,No,Yes,Yes,Mailed check,44.86,1309.6,No
CUST00496,0,Yes,No,36,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,22.7,829.2,No
CUST00497,1,No,Yes,37,Month-to-month,DSL,No,Yes,Yes,Bank transfer,75.85,2757.24,No
CUST00498,0,Yes,No,7,Two year,DSL,No,No,Yes,Electronic check,46.95,377.74,No
CUST00499,1,No,Yes,64,Month-to-month,No,No,No,Yes,Electronic check,102.1,6522.31,No
CUST00500,0,No,No,16,Two year,DSL,No,No,Yes,Bank transfer,25.57,410.97,Yes
CUST00501,0,No,No,70,Two year,Fiber optic,No,No,No,Mailed check,41.09,2833.14,No
CUST00502,0,Yes,No,44,One year,Fiber optic,No,Yes,Yes,Bank transfer,92.49,4066.98,No
CUST00503,0,No,No,3,One year,Fiber optic,No,Yes,Yes,Bank transfer,79.08,189.94,Yes
CUST00504,0,No,No,35,Month-to-month,DSL,No,No,Yes,Mailed check,24.58,851.69,No
CUST00505,0,No,No,69,Two year,Fiber optic,No,Yes,Yes,Bank transfer,107.48,7417.65,No
CUST00506,1,Yes,Yes,30,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,107.48,3254.69,Yes
CUST00507,1,Yes,No,18,One year,No,No,No,Yes,Electronic check,51.7,860.27,Yes
CUST00508,1,Yes,No,60,Two year,DSL,Yes,Yes,No,Credit card,52.72,3213.35,No
CUST00509,1,Yes,No,53,Two year,Fiber optic,Yes,No,No,Credit card,118.88,6352.36,No
CUST00510,0,No,No,38,Two year,Fiber optic,No,Yes,Yes,Credit card,81.87,3101.61,No
CUST00511,1,No,No,18,Month-to-month,Fiber optic,Yes,Yes,No,Bank transfer,72.19,1305.87,Yes
CUST00512,1,No,No,38,Two year,Fiber optic,No,Yes,Yes,Mailed check,103.49,3947.95,No
CUST00513,0,Yes,Yes,66,One year,DSL,Yes,Yes,No,Bank transfer,47.1,3112.77,No
CUST00514,0,Yes,No,44,Two year,DSL,No,No,Yes,Electronic check,61.78,2748.49,No
CUST00515,1,Yes,Yes,12,One year,Fiber optic,Yes,No,No,Bank transfer,45.31,524.36,No
CUST00516,0,Yes,No,57,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,98.49,5575.92,Yes
CUST00517,0,No,No,19,Month-to-month,Fiber optic,No,No,No,Bank transfer,76.48,1474.53,Yes
CUST00518,0,Yes,No,71,One year,DSL,Yes,Yes,Yes,Bank transfer,85.2,5972.91,No
CUST00519,0,No,No,60,One year,DSL,No,No,Yes,Credit card,43.74,2655.35,No
CUST00520,1,No,No,38,Month-to-month,DSL,Yes,Yes,No,Mailed check,40.46,1573.61,No
CUST00521,0,No,No,0,One year,DSL,No,Yes,Yes,Electronic check,67.81,0.0,Yes
CUST00522,0,Yes,No,2,Month-to-month,Fiber optic,No,No,No,Electronic check,93.23,257.56,Yes
CUST00523,0,Yes,No,61,Two year,No,Yes,No,No,Electronic check,71.57,4348.21,No
CUST00524,0,Yes,Yes,62,Month-to-month,DSL,No,No,Yes,Bank transfer,21.33,1300.6,No
CUST00525,0,Yes,Yes,24,Month-to-month,DSL,No,Yes,Yes,Electronic check,106.59,2525.48,No
CUST00526,0,No,No,55,Month-to-month,DSL,No,Yes,Yes,Credit card,24.6,1375.41,No
CUST00527,1,No,No,32,Month-to-month,Fiber optic,No,No,No,Mailed check,115.49,3676.11,Yes
CUST00528,0,Yes,No,37,Month-to-month,DSL,Yes,Yes,Yes,Bank transfer,20.56,688.86,No
CUST00529,0,Yes,No,5,Month-to-month,No,No,Yes,Yes,Bank transfer,88.83,461.23,Yes
CUST00530,1,No,Yes,57,Month-to-month,Fiber optic,Yes,Yes,No,Credit card,26.39,1489.67,No
CUST00531,0,Yes,No,43,Two year,No,Yes,Yes,Yes,Electronic check,110.89,4822.57,No
CUST00532,0,No,No,44,Two year,No,Yes,Yes,No,Bank transfer,65.37,2891.72,No
CUST00533,0,No,No,31,Month-to-month,Fiber optic,Yes,No,No,Bank transfer,32.03,1006.24,No
CUST00534,0,No,No,44,Two year,Fiber optic,No,No,Yes,Credit card,52.76,2372.17,No
CUST00535,0,No,No,60,Month-to-month,DSL,No,No,Yes,Credit card,34.81,2096.6,No
CUST00536,1,No,No,46,One year,Fiber optic,No,Yes,No,Electronic check,35.4,1667.51,No
